id	filename	md5	size	state
002d2827-e1de-4f4a-8e23-059a2c6ae34d	TCGA-49-4506-01A-01-BS1.4f66461a-5fe7-43ef-98ae-35c70b66b449.svs	4a91f81d74068870c67dd71dfbc3fb31	58667225	validated
03fe307d-8cf9-4974-ab0e-f936c64848fd	TCGA-44-7670-01A-01-BS1.d58c6b0b-24a0-4a79-a7f6-fb0c99dcc7d3.svs	e1afd36944b24cb131becea6df0d7be0	64100621	validated
0524000a-5e53-4a37-8981-a4d5d16a80fb	TCGA-53-7813-01A-01-TS1.113849d5-005f-448a-8bce-2517efc15400.svs	be50dac571cc81d890262dc34a9ddef6	55245387	validated
086042e3-450c-4bde-a3bb-472d9a1c577e	TCGA-05-4397-01A-01-TS1.e4fe3921-3510-4404-90a7-09e4eb93ab3e.svs	fc3b3fa2c40b32206c260688407f2028	58709885	validated
0ebdd586-e599-43f5-9f88-4a71ef8eb7be	TCGA-38-4632-01A-01-TS1.eb6e2e6b-89bd-440c-9fc8-d932b5491654.svs	c8756f26cd3b788a7592af27abd6fa62	53673529	validated
1162cff6-09c8-41b0-8d66-82643f96cb31	TCGA-44-2656-11A-02-TS2.8C5BE3BC-139F-4C79-97D2-0CC8A0EBA5F9.svs	c972c14f438d572ce15814c02ca084f9	58037740	validated
1462b245-e859-4f6d-bbf1-928d5dea674e	TCGA-55-1592-11A-01-TS1.f29ef97f-ad95-4e8f-8032-42ccda493948.svs	dab7f41dc6329f6081ae3c3f0f95bdde	28201499	validated
19ad51aa-8e22-4883-966c-920c6442ed7f	TCGA-44-6144-01A-01-TS1.0c14abeb-0023-4b75-9f81-3d0cadf37c47.svs	e2f8316e7414eed530060191a732005c	51183311	validated
1d48a1b8-a535-4076-a165-55a4b5273204	TCGA-55-1595-01A-01-TS1.33f012e1-59d7-468c-bd99-ed1b1779858b.svs	d0fe97dd4baf0163e505d0f0fb3bb72a	39152677	validated
1e22b7ed-6f28-4a11-b34b-75d0bdcc580f	TCGA-78-7155-01A-01-TS1.4bc5118e-2673-40f2-93a0-a28b1a268705.svs	8d1bae9b8143b7c4aca63000c74a7fc9	58512643	validated
1f4c34b1-f3d6-4963-8ed0-e4dd163a0429	TCGA-78-7163-01A-01-TS1.4b63c412-8fd3-4353-abcd-b9b866b36f87.svs	522772578f29ca7470e23a95d22aaec5	37916591	validated
2b3cb6f6-97dc-463e-9c8c-3c14d31dce55	TCGA-62-A46O-01A-01-TSA.59B75044-364C-4C82-A389-1E3DEA0A1E89.svs	b07afd6a3dc94bd2b1cb461a00cde1f0	46003147	validated
2f47ac4f-e2e0-430c-b2f0-49212936cf3c	TCGA-44-2662-11A-01-TS1.efb91c2a-d736-4a3d-9812-08f75cda617c.svs	cd20f9000e8b06f32ee7e1b29d3167aa	33941679	validated
338bb49b-8940-40f4-90a1-97de25eaaf62	TCGA-05-4395-01A-01-TS1.5765cb40-0523-4969-ae42-54e3f18b27a6.svs	24aec147e500d5016a0ef8a4050863ae	59086331	validated
359c2002-ca88-49f3-b75e-1b5a0e9fdf98	TCGA-91-8499-01A-01-TS1.157b5269-563d-4a4d-b46e-f355362035c0.svs	2b2aa29547770c2d580a776dd9c75a82	55122735	validated
38334a15-4bf2-4773-83eb-cc737350671d	TCGA-44-8119-11A-01-TS1.d7257647-1870-456f-869c-a89806caba2a.svs	cc651128a064a35f74d1e011a5ca61f5	36376139	validated
3b1e94bb-68ce-44b1-9b7b-48cc43952efc	TCGA-44-2668-01B-01-BS1.A6278F3D-FCA6-4FEE-B5EB-AB16759649F3.svs	e27308865ddea26041ef664f27c222a7	65448753	validated
3dc1efd6-21f8-4b11-9640-10e6733b2ef6	TCGA-53-7624-01A-01-BS1.e4df80c6-2d78-47ce-9e40-12e5fbe657cf.svs	cb766ac59df6366108c5b1a67b069e96	42802041	validated
40526209-93a3-4d04-bef2-10d68868b26e	TCGA-05-4424-01A-02-BS2.f6633661-43a2-40d8-9525-91b7145405dd.svs	303092dc1488697919bf378391eb59f3	44323503	validated
40544b3f-a467-46c0-b0c1-8fed2719ae9a	TCGA-67-3774-01A-01-BS1.31cac0af-cd13-46e7-9383-505da43384a4.svs	dbcbaf991f439e6064fb066400f40d29	24836367	validated
4188e766-1f6c-45aa-a263-cffbe693769f	TCGA-69-7765-01A-01-TS1.9ba2967f-d8c5-4ade-8f10-85851a7881fc.svs	41546eaa096742037846c54ce1625f9c	58165851	validated
42e6034f-b7f8-43cd-8ca1-2028a6f922d5	TCGA-95-7043-01A-01-BS1.ef0e9345-c695-481d-98f7-0bd114aef3e9.svs	e3911ce396b98048159ccc276dbc7c84	44984533	validated
473a90e0-0f37-45e5-a502-2489bca86942	TCGA-55-1596-11A-01-TS1.345f3b0a-22f6-42ef-86b5-1b8555b42fd1.svs	9afdd2b09001efbc42b762cbc0733778	34080615	validated
493fe763-9438-4354-83e5-c78de4ed63a6	TCGA-44-8117-11A-01-TS1.0f3050ad-ca0a-411a-8224-cb1609f99622.svs	e627435397c71a297e3239784b6474a6	54577161	validated
49da962a-2bd4-44c4-8e90-1a5869adbba1	TCGA-55-6979-01A-01-BS1.b2351aff-ca88-40b9-9271-136f7b2585d2.svs	2e8ee2c1306c394e8b1372100582e499	40945309	validated
4b4c5b81-1852-4bc4-9448-814c500312f1	TCGA-69-7978-01A-01-TS1.0ca29f79-55a2-4dd7-9cfc-dd5ecdce23cb.svs	aaa91e5ae0fc828d046f85b3a51d858a	37318021	validated
4beea0ac-1ac0-464e-bb61-02df8265db08	TCGA-55-8097-01A-01-TS1.dbee3b58-4a20-4515-8f1f-b93d4b6aee45.svs	28c7012b155a19fea054fb50d7e23df8	65234649	validated
5312b6be-0d41-4999-a4a8-f1e99f6f5347	TCGA-55-8301-11A-01-TS1.cbe043d9-a89d-4c4c-a6fa-ca5268334b83.svs	18b7418de723284dc0f9c6f8671e53bd	41063083	validated
53473ce8-44f4-4736-9854-0ca805b741e9	TCGA-75-5147-01A-01-TS1.a9012624-dfdd-4067-9a7e-20ca9314b28f.svs	ccc9cacaaf9808f1cb0c2b053cd123ce	41782725	validated
5462068c-de71-43ef-b840-20e512a8064d	TCGA-49-AARE-11A-01-TS1.DC9E89C9-86E8-452D-AD64-225A978B84E2.svs	f55a413de56eb973f0d2b1afce1426f2	42963073	validated
550b43af-37a0-4976-aa54-46dcecc28d2b	TCGA-49-4487-01A-01-BS1.6a823519-1d1f-4156-a1fd-b19535db8a38.svs	54893285665c979b54f86afcf2bed792	42560081	validated
5720a5fc-d08b-4397-941d-8714ba8e0142	TCGA-49-6761-11A-01-TS1.abf86147-1410-4dbf-a187-02c978885bd6.svs	6e9b0892169d880b4e68eb311e177436	56587461	validated
5a484439-1a16-4604-874f-b8ac0052d539	TCGA-55-8207-01A-01-TS1.b6de6598-c308-4a7c-bc01-9bbb75e9b702.svs	6a657add7c55cc55bf999a7e85d692e1	63033437	validated
5ca91d34-3af8-4986-805b-8aa8f3689d8b	TCGA-55-8514-11A-01-TS1.0f2a46b7-61e1-4991-948b-5407896bacd7.svs	79d112df4bc395c5e15ec8cee862d9b6	41601333	validated
5ea28c75-8726-4c87-a20e-ca30200c7562	TCGA-69-7765-01A-01-BS1.8b184147-e46d-43e6-9586-1a6169364936.svs	352e238f865c1698ac3d14d44d511f7b	60596525	validated
614ddbe6-f9ed-4c0b-b6e7-89cfc496658b	TCGA-75-6206-01A-01-TS1.35324f87-d70a-4938-8384-1bade0824039.svs	aa4eb85fd67b97bac02e5e638bd84515	56657845	validated
61e639b1-b1c0-49af-9660-45c2d622f2b8	TCGA-55-7994-11A-01-TS1.5b13e9f4-3188-462a-b794-78b80c24e5ce.svs	d489cf17744c0f8512a3b6dae704c04e	52570835	validated
636140f7-f31c-4a35-b749-91c797424d06	TCGA-05-5425-01A-02-BS2.8624a43c-b01f-4fb2-a45c-626e17444d84.svs	0b5e1cd63d1113b3c6311a12c342d2f1	40795933	validated
643930ba-4821-4a92-a36e-c93dc7ef1723	TCGA-73-4668-11A-01-BS1.296b9b76-6ebb-47fa-9f55-202600f4e37a.svs	4efcb9166fdc1a02d12539982d5c16fd	32416249	validated
653156cc-0859-4bef-b781-8c9acdd94fef	TCGA-91-6848-01A-01-BS1.5cbaab0b-bd1c-4f46-bc98-9a425ab08c19.svs	aa0fa14b1ab10f9f7f55e523238f0a9a	64063553	validated
681cb528-221a-4746-8ab1-8af9c0a54697	TCGA-75-7027-01A-01-TS1.6df106a9-3586-4c5f-a10a-006c3961ab0d.svs	a917eb41c7577ca369d363a40b2daac3	53198055	validated
68d161a1-2c76-4475-b5a6-1c46982f973d	TCGA-55-6969-01A-01-BS1.2a9b081b-8dbc-48fe-87f0-6c4ef8109de9.svs	230540e4dbe1e2d77ce04c679d2ce8f9	59349847	validated
6959d0b6-782c-440f-8d62-46dbd56889ed	TCGA-38-4625-01A-01-TS1.6fa44ecf-ebe1-4bae-8515-c83eea7b703e.svs	e005ab8b5f376e006cc9e1a598fb168b	30069371	validated
6998adb5-f9f4-432a-bb21-f1bd4c45644e	TCGA-55-6985-11A-01-TS1.a7338f79-bd29-4dea-b513-8907eac3d604.svs	71656f8ffab0f8b4f3e0766d74067f09	53874929	validated
6b44256a-96bc-4fa4-b182-35d88b4687e4	TCGA-73-4670-01A-01-TS1.3a37c541-d9b6-4a33-9249-34bb1efec740.svs	62c473f45c1c62ff8551543f1f525aef	37264347	validated
6c512bfd-0c13-4c23-a782-4b23869db321	TCGA-55-8614-01A-01-TS1.8614fe5d-8f1d-4c0e-8867-43e621e76018.svs	accabb59dbd52ad3be6b7ba19a911e68	64043839	validated
6f2af7c7-2209-4706-b69f-c84d29af398b	TCGA-55-1595-01A-01-BS1.4028e7d4-5bf4-4dea-8c2f-690358c5493a.svs	ca2636d0b3d6e2e7009afd6c4f908156	25022351	validated
70dbf4e1-7207-4f88-a341-37d4d686db6d	TCGA-55-6972-01A-01-TS1.dea89659-a0a1-4c28-a646-3043a323248c.svs	29bca5ddecb3246319af0908ec45e03b	41358547	validated
7378c0c5-54c8-481c-9da2-363841960e7b	TCGA-44-2668-01A-01-TS1.d4db0c2b-9247-458b-a931-62ff45e4f859.svs	70b7aa484b6d411f9a6fedb3f19be4cc	33951989	validated
75dc8953-f0bd-48ed-ae2b-32e10daa85ef	TCGA-38-4625-11A-01-TS1.8dfd2a41-54ff-44b2-9bb7-881cc4228d7f.svs	ff2385dabc950e4e6e177f14bba29f01	49876519	validated
7a458d46-7f4f-4ac2-9250-68b8d14b3545	TCGA-38-4631-01A-01-TS1.2e44cfcf-78d1-4964-aa55-3db3382c4e57.svs	1bc285320dd2694283637a2c7561650f	42761169	validated
7c4b316d-0d80-4568-b54a-04d3d980bd08	TCGA-49-6743-11A-01-TS1.16f8e50f-dcb6-437e-bddc-067d991fa7a0.svs	e06d3d25eeae0708dc4d1c1ad4a71675	58500307	validated
7fc24790-5915-48bc-82e1-3e71e757f04d	TCGA-44-6775-11A-02-TS2.2395DC26-FED1-4B8D-B76F-029863528E71.svs	d520d5681ca2bf894ca8236ad248f316	65585860	validated
844c51b9-b889-4004-a278-f05a7cab1165	TCGA-05-4432-01A-01-TS1.87571f3d-8856-4e67-8916-4eecb922fae2.svs	415cb95071224299a90a7e30dfa9aac2	63962501	validated
85d6c9da-a821-4ff3-a836-c44bb722740f	TCGA-44-8120-01A-01-TS1.ee68ef00-ac9e-4833-a84e-c03fb2df1d0c.svs	1466bc3ffef5263a1455d2831c6eae2f	55540297	validated
86e63840-6796-41d5-bc59-aad56881d5e1	TCGA-73-4677-11A-01-TS1.05fb0594-784a-4ff3-9170-1d5f073a5ab8.svs	8f43bef7fd90d79c67cbe3bf20d92eda	57254807	validated
87ac83bc-d885-4a81-b2af-225427863059	TCGA-91-6847-01A-01-BS1.42810728-6d6c-4116-bd23-71f502f4f6ed.svs	5cc94c0a93ae39cd2f4d08e8e01271ba	53467761	validated
8dbf0e85-b553-4b2d-9db5-5c29f95ac5c4	TCGA-73-4662-01A-01-TS1.a2819e02-b49d-4b3a-891c-9579c82021c8.svs	64e1afa413dd9588250ec30b792b82be	53380163	validated
8e54928d-3c93-44ab-8e5e-da4c004494f9	TCGA-49-4487-01A-02-BS2.a86aa3c6-1dec-459d-90aa-69347884ed80.svs	22d339a9f7cfe6065dc7bb0084b5df09	64202725	validated
8f901525-1468-4c5b-8f3b-c53cc8d8550c	TCGA-05-4424-01A-01-BS1.d0939da5-baae-4f63-a2e8-4577988cee81.svs	b9b412530f646c5fab12700a0229a2a6	53541279	validated
93428d71-29a6-4d72-b321-661700a7f4ba	TCGA-49-AAR4-11A-01-TSA.0AE44DA1-3197-4B98-9781-754855985804.svs	cfa4b47c72133b44fc6041480f63740f	54869131	validated
96a5d502-15a4-493f-a1c5-9656712a94bc	TCGA-44-2668-01B-02-BS2.7C0C441E-E968-471D-9E4A-77673F67250D.svs	20c4bd1b56387459305659cef13aec40	65524457	validated
9b3cf786-534c-4202-9764-c10e3075538e	TCGA-50-7109-11A-01-TS1.053905a5-d74c-4a61-95b0-ec6af8587038.svs	ea5af97f2fbe28435bee639aaacaf899	53163299	validated
9c6c2e8b-0bf5-47cd-ae83-b0db84f3caa0	TCGA-78-7154-01A-01-TS1.da270c1b-b487-44e8-b9a0-0394e06dcdad.svs	b1752dea5e2f4850f59788baa10f3782	54959325	validated
9d4b2c50-1da0-4590-8928-43a5bc149c82	TCGA-55-8090-01A-01-TS1.2deec958-f417-4485-a278-9cd2fc9779de.svs	7ffa128808e7f1993c5da84423244af0	50168707	validated
a00af815-88ea-439f-a13c-b2961cd56c01	TCGA-55-8301-01A-01-TS1.10c827cf-2716-48f3-955f-295b7f24e0fb.svs	c68261585945403fed38ab17f14db833	50148165	validated
a13e6de6-45fd-484a-8ffc-70c0c84d382e	TCGA-38-4631-11A-01-TS1.9336ec85-fb23-4df2-8a36-086537d8f1ea.svs	b9683cdf4aa9ff948f5c4bef22221278	66079641	validated
