id	filename	md5	size	state
00b8b361-e8d4-4da9-b72d-11b5f731f8f8	TCGA-64-1679-01A-01-BS1.06dc184d-224d-4602-8194-fcc9392033f4.svs	a7454c176e1de3907aa186acb8405695	54891031	validated
01ece495-e27c-484d-b691-f04c89d060ce	TCGA-55-6987-01A-01-TS1.af7f2077-daf4-47c8-b1b5-2c32f0eae9a7.svs	83aafd9ebf31852873600dd8627c5e35	60315017	validated
0452f102-1a58-4f73-9430-f09097e238e9	TCGA-75-5146-01A-01-TS1.8da9013b-65b3-4378-b6f8-b8dfe123ce28.svs	55763e09fe2535a13ee7efaf0637f094	34487871	validated
0a8af4d4-f993-4497-84e0-1bf4f1ef0811	TCGA-78-7540-01A-01-TS1.aa2d97a4-60a1-496f-b7c3-58b887d174ce.svs	5d371b74373b3923488c9bde19f5bc3a	41454569	validated
0c81bae5-c1d1-4d77-9ac0-4b5a80917682	TCGA-05-4403-01A-01-TS1.4ea11b71-999c-4073-ab56-c6da0eb310f8.svs	e30f7f9ae2965460d847767bff8d4635	58156141	validated
111eea89-b629-4eac-9166-9211bfb955a7	TCGA-97-7547-01A-01-TS1.85e09741-a86c-46b2-b73d-d04f54df0019.svs	0d8ea427eb9d74bfc944f33e3519d0f0	24954685	validated
12b264b1-940f-4047-b995-b75685d29343	TCGA-49-AAR0-11A-01-TSA.0B0F6078-45B9-4BAC-91E3-560F55D5EBF0.svs	c3c5bd346140bf07bf9e91b339449bed	51919707	validated
14e3e89d-c395-492c-9761-945ee8bf677f	TCGA-55-6970-11A-01-TS1.f65f4bbc-0acd-4289-8a72-290630650be7.svs	5c071001240b8631969515660b74ce3c	20113993	validated
1627612a-76a4-4c16-8580-b2a8a1c6af42	TCGA-75-7025-01A-01-TS1.90ebf9d8-a329-4ae0-b62f-8f79b0b9d800.svs	8bd615e727e9705f072e250ca6d67d49	28432167	validated
1701a11f-9d34-4d68-8e0d-0d9e859017ae	TCGA-44-2657-01A-01-TS1.cee29017-5940-4c9c-89b8-8687aa6f9f5a.svs	0d957b70a1ccdc59a9eec1f4a5d5d0f1	20278865	validated
19d205fc-92ba-4938-b49d-6618681cea67	TCGA-38-4628-11A-01-BS1.66c2d530-a326-443b-bdc2-9d487e991eb6.svs	ee30436aad7d7bbb73f2c0076ffd742e	53936715	validated
1c1b6fca-1a9d-4e69-b1ae-ca77798e8451	TCGA-78-7152-01A-01-TS1.630cfba4-b1a5-4e4a-910f-aebdcb932a9c.svs	ceab3a5fd2cfdda32cc6420495b2d3b8	53251343	validated
1c658b15-31ea-4ba0-9b2d-c0f327cd44ec	TCGA-91-6849-01A-01-BS1.bf1eff88-1e15-443a-a9b3-188c896ef8f5.svs	7a1f56b02c51320c9b0c82142a46114f	46557671	validated
1cbd35ec-3b4d-48df-8e75-b245f0d9c0d0	TCGA-55-8621-01A-01-TS1.a1eca950-00a8-4d11-9233-0a04c29bf128.svs	aa1fb7337a56034da4eb7122d9a9a4a5	39486091	validated
1f19c4dc-b1f6-42e2-9226-e96f77cd45e7	TCGA-91-8496-01A-01-BS1.af760190-ab2f-45d6-a632-ce7b34eff52c.svs	e5e2e9fff9d77155cf30e383ea4a177a	48308645	validated
2163a742-4cda-4fc9-a681-c3a1ef3c6284	TCGA-78-7152-01A-01-BS1.17987afb-41a5-44ff-94e2-a282163a10be.svs	d00660bc44eef8b5a13474bb933382b6	29309159	validated
216dba0f-3e8d-47a1-b10c-ea9e554d0b56	TCGA-38-4628-01A-01-TS1.48c71ae0-5a44-4307-8d2a-db1acfcee821.svs	685ada3b48f45101c8b45f1f8a3a3744	44114709	validated
225f3bad-a221-44fc-9409-373cece21bd8	TCGA-05-4244-01A-01-TS1.6c46d8c3-d7b4-4513-af31-9170244d60a7.svs	51b94386d12aa631297d4569d3b9311f	34081131	validated
228bfcea-bd5d-4e56-82f7-248f08feea17	TCGA-49-AAR3-11A-01-TSA.A2FB7679-FB9F-4E80-855F-77877C694D26.svs	17e42c32585d37bc00cdd3fcebe5a3ab	34910533	validated
24c29c8b-c5b4-4f2b-adb3-c0a0fbaff279	TCGA-99-8033-01A-01-TS1.c9f52107-d2d5-4e7d-b30a-3d1d6cf5a5f6.svs	c8825cea2be9c66fdf34ae446f50a875	57949999	validated
26460a6f-c884-437a-b2fd-7888674d156b	TCGA-44-2666-11A-03-TS3.65EDB2DC-8D45-443D-81D2-A69AD8DDDA32.svs	b2d799c66a03a0b2b70e307a0f070d70	56182830	validated
269bf3c1-2893-49ca-a276-9df0dac4ecc4	TCGA-78-7166-01A-01-TS1.78dca0d1-de0d-4ba4-b645-ff65eaef7771.svs	802c54a987146c3a816c13f7750ea397	45874773	validated
277cd58e-bc37-4d9b-8545-623625e43c7a	TCGA-91-8497-01A-01-BS1.abbe6914-76eb-4133-befc-62d0a979430d.svs	e7e842a28823ba1285921fdff08b1a92	51853947	validated
2820011f-cbc8-4e6a-bb4a-c2306e96b3ba	TCGA-55-8299-01A-01-TS1.19326c88-bb48-4d19-a135-ce0e8197fd2c.svs	c5b1e2555d4640c9704de472866e1ae1	45946335	validated
292212cf-6c8f-4201-998d-317a7b30d03c	TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf.svs	b1f8ff0b68281aa8e05554427a182aeb	56414767	validated
2a9c099d-0565-4905-8fd9-17695f3e96d5	TCGA-55-7724-11A-01-TS1.86e82089-33ea-43ab-8b9c-be619924fbe4.svs	56054ab1c1efa410e0f76430866a9ba0	33757913	validated
2b609f0f-f2d9-428f-bf47-5d5058018c97	TCGA-67-4679-01B-01-BS1.d6a20cd8-c299-427b-83ee-095fae02e488.svs	3e6e7ff51a431c7d333b5edcf5d9e620	51592941	validated
2bd0445c-ecf5-4688-890b-b3fa5836798f	TCGA-75-7031-01A-01-TS1.ff890643-cd25-4528-ab56-1d866053de60.svs	18c7415914265d9cfa0ea9375c63ff76	36558851	validated
2d33a83a-a92e-4860-a383-3df29b4ff6c8	TCGA-69-7763-01A-01-TS1.2a937a3f-d597-4f60-ad84-2d29f313e0ad.svs	68d287ad4c02a09d9f812dd089a74908	42621479	validated
2e133aa1-9d53-4954-b056-2eaad300e56f	TCGA-55-7573-11A-01-TS1.efb9eb21-c1f8-4abf-be2e-3ecfee65c153.svs	cfe5a99063881231516f407663cd6018	45455583	validated
313c912f-4d47-4d3d-a650-0730d1db8018	TCGA-55-7914-11A-01-TS1.7f4923c1-e4de-47b2-a184-afd5b7cbaeee.svs	2603f3cd1c2ccc4109aa5ccc37e3e854	55114709	validated
3272cdbd-443d-4b3c-9cfe-a28936ade766	TCGA-44-5645-11A-02-TS2.F7F3BB9A-F734-4616-A605-560A9A357F9A.svs	c43bbb16761da7d1905a7c6a0c8454b0	47933088	validated
32cccadd-b8b8-45d6-9528-a891576a8a45	TCGA-91-6828-01A-01-TS1.9582619f-ecd4-4890-8af1-14e5eb0f536e.svs	fbcca029a58a8e621941566461ae7921	36623953	validated
3a3d7005-2626-49d2-9565-d25250059283	TCGA-38-4630-11A-01-TS1.00ed18d6-acf8-4950-bb49-6a8dc011ef6e.svs	48e75e783a9b679ea17efd5db7fc2dfb	50234653	validated
3a42b28d-a38b-441a-9d9b-8b83f2ed052b	TCGA-55-6978-01A-01-BS1.4b9107a2-5056-46bf-b02d-23f7df944d07.svs	ea56bed911af0dcfe578f49bf1e59f90	50063791	validated
3d0cc087-ea01-4b49-bfe0-0c0496f396bc	TCGA-78-7166-11A-01-TS1.bb97df24-da32-4cf5-964b-21d98b860422.svs	a42d5f01f33b06d369446b0a7ab3cdc8	44100489	validated
3d97d5a3-29f7-41c7-a30b-fcb0644fe6b2	TCGA-78-7148-01A-01-TS1.4b4299ad-37d7-43e1-894b-8d2f9d97df14.svs	259a17a8370fa2e7f78efc11f2f981d1	48110151	validated
3e4626a0-faa0-43ed-ae33-a2233f29a6a4	TCGA-91-6840-01A-01-BS1.c5444bb0-e7e1-4fc5-a15d-0b477c2a8526.svs	ef139a4461e75e093522e6c7ecf18274	56069291	validated
3ea2af4f-a770-40fe-af9c-4e8f3f57bed8	TCGA-44-2659-01A-01-BS1.2e86a925-2d11-4a42-b6c4-b6159a8a2583.svs	fb7926bc79cd3fc9d55763405d092861	55525189	validated
4173abf2-9743-4790-b430-6d7ecbf063bb	TCGA-50-8460-11A-01-TS1.03f1d672-34fc-45ba-a77c-0ae8b9ef11a2.svs	58c738e727be91c4302b14ac41c9d609	42735659	validated
4ad67699-2436-4683-b4e4-7778a954316c	TCGA-78-7149-01A-01-TS1.292fe3f0-a93f-4f9a-a9e7-bc3b64c4c1cf.svs	36a2c6cafddedd226e98159b50980dc0	47577387	validated
4b751dfa-fe80-4550-a17f-2f4cd897b703	TCGA-38-4629-11A-01-BS1.5e8dbc1c-f126-4b60-9980-05847ec36fce.svs	35dffb5ffe3e0e7447679c2ae6739360	42733653	validated
4fdf4750-3dd3-4edd-bf9c-3976460cfeca	TCGA-55-1594-11A-01-TS1.5d7e917a-fec1-49bd-9338-4ef2f3feb04d.svs	084f4cd5b0463f5719e00a59e34cbd67	54766707	validated
533f4e10-0f94-47da-9543-a3c02d0add15	TCGA-44-2655-11A-01-TS1.1f824b99-5455-4bab-b491-e993d9f370af.svs	ed8d75c7dfbadec4b2b2df0f37d3a0df	18249575	validated
55920fa8-9dd7-4d09-bf69-d2295f1a082b	TCGA-55-7573-01A-01-BS1.67eb9c3b-996a-4c70-9ee4-0283413fbc2f.svs	daf5dcbcc6a7e503145d8acdf5d311bb	49780999	validated
5644634a-86e4-4da9-a85c-38f139087461	TCGA-69-7763-01A-01-BS1.357e610f-fd28-46a2-9f80-ae8a9d4e7b02.svs	b0b435aee4065862f4b401c27fd47be5	49908315	validated
5698ae59-9473-41ad-bd79-c5c9ca62357a	TCGA-49-4486-01A-01-BS1.b5d67c18-0fa2-479f-a762-549071208ac0.svs	c870c4e0494557a1d768b441b18341f5	46386105	validated
593e95de-cec0-4cdb-b754-3bc95060294c	TCGA-75-6203-01A-01-TS1.404556ce-7d82-42c5-be43-01d101667e53.svs	34af95c18f15173aec8cceeb9278ebe7	47047303	validated
5b3733bc-021e-4d41-894d-a247311d5314	TCGA-05-5715-01A-01-TS1.d2aaa24d-de1c-4b2b-b92f-8b2d2b29db03.svs	fc551bb00d9f0dc87433f03e4162f53e	38808411	validated
5bd41b23-da26-4323-b6f2-bd9e5f5cb966	TCGA-75-6203-01A-01-BS1.16ef47e4-eb98-40c3-98c6-2c0ca500db68.svs	2f9e0b2212aad89465c6bed241ef9da4	53844763	validated
6351b216-965f-4aba-8edd-ecc725fe1e38	TCGA-38-4629-11A-01-TS1.ccd8a251-b508-4d6e-a190-6f0001aa90de.svs	71706cf191e7ba5d5966d910f26e03af	22163811	validated
69914f24-e232-4136-a375-1513ce03920b	TCGA-75-5122-01A-01-TS1.e56f9541-d388-48bc-b75b-ff12f23824d5.svs	3ba337a53e6f9e705d2863722f7218d6	54501797	validated
7628c8a5-4f19-4538-88cc-412fc54ace44	TCGA-55-6987-11A-01-TS1.a5c77ade-0b1a-48a4-a407-25f2bf735010.svs	3c8b92b7e466ac8f4c50ad90c1a59b7d	40008209	validated
763ac658-4e99-41f8-b034-6f4d819a07a7	TCGA-55-8506-01A-01-TS1.93c84ce9-5571-4a86-b3a9-1871d3354826.svs	130ae4cf3d5b01e266f828b003abc33e	55218373	validated
783338e3-ec45-4a15-bcf9-bf256c6761ea	TCGA-44-6146-11A-02-TS2.C2102AB4-AA0D-4C49-A61A-DBCF01A8F410.svs	021fc158e448e63f9f0254fece3ef1af	51111324	validated
79987c3b-2663-42ec-9c10-06ce869ec5ab	TCGA-38-4626-11A-01-BS1.47b1c9ee-84cc-49fc-a707-b24c3bb7d7f3.svs	34b69d40ebbc11175a6bed00725513fe	43890455	validated
7bf2cd0c-fcf2-4e8b-9fef-7212e5c25dbd	TCGA-44-2661-11A-01-TS1.99f72eea-cf88-4648-ab51-347919e4125e.svs	358815485edc662718a56bc88b9bc633	22427449	validated
841aa441-60a9-4785-b57e-99d27b44e584	TCGA-69-7761-01A-01-TS1.5fbed09f-c790-4e78-a3c7-e026c878d906.svs	95236bd3610e34d44efa270d46e45220	49722763	validated
84512b82-6eea-4907-9a8d-d607f1236a50	TCGA-55-6984-11A-01-TS1.51dc520b-6357-4cf7-b282-48ceeba02be7.svs	c7a2f83fb5a1b7609082add98ac224a9	59668295	validated
8473b1d3-f664-434f-91e9-81fae8c97eee	TCGA-75-6205-01A-01-TS1.30141d32-1c26-41d9-8b2e-590b32cb59b6.svs	5e3f453110d241a618298e6dbe2f5f03	35042719	validated
899ec546-e85d-4657-972e-251ec105c885	TCGA-67-4679-01B-01-TS1.dad8f383-a3e6-4c49-b460-c9497efc48f4.svs	34d9ada44c382e0f65dcc0d2d7ff56f4	19346303	validated
89fb206a-e38f-4b23-90bb-ad2a7de1b177	TCGA-55-6642-11A-01-TS1.e8d49a8e-def9-4a07-bee2-0f5a5a9db090.svs	5ae16ed6a2d7be435ef4aafcbf13c1ef	20481501	validated
8ac7e495-8e2e-4575-97ee-b06818e47418	TCGA-78-7153-01A-01-TS1.4ab29934-b649-4b5c-8530-38268ff40c28.svs	74e025f72ba13f1630af849340c14e92	43065881	validated
8bac264d-46e5-443d-946b-35de36b22760	TCGA-55-6983-11A-01-TS1.c3a77c2c-6cd7-4aab-8573-92774af0fbb8.svs	b0a8bf4fca4afd1b386215513cce56f8	17429753	validated
8cec8ddc-1e8b-45da-9a18-10a953dc8bcf	TCGA-55-6968-11A-01-TS1.64e5c4f1-759c-4819-b061-59bd248a5128.svs	2a4f4c58ac02c37e06ee1b3942fc3d42	49715377	validated
8d5aef35-f912-4aba-829a-c5aada32cdfc	TCGA-91-8497-01A-01-TS1.a9a993d5-72e0-400d-b5ae-ec5d0244b793.svs	3f88e01fec2d9a9f7d89f8f9f8ac1be2	61894321	validated
911e9bc3-fe17-4a5b-9b95-ae0ac502d536	TCGA-38-4626-11A-01-TS1.ec7af6b6-9a36-4f33-b2b2-1fcb7092ae5a.svs	2f578fabbeda799b53f474358ea29cf7	39225993	validated
93698014-3fa5-4698-9893-94eb9a37998b	TCGA-44-5645-01A-01-TS1.16170220-fc14-4f39-80be-ef98d46dc3c8.svs	8e8a398b199587c5856b3b7fe9d1fc7e	37693201	validated
94dbb86e-14bd-462e-bc10-523de05a5761	TCGA-97-8172-01A-01-TS1.1069812b-9e45-41a0-9fe3-4becfddfdc8d.svs	7a64770dc65f753122305f22eb4e41ef	60796203	validated
95b9a259-e087-46e9-978c-1b6e2b3efc32	TCGA-55-6970-01A-01-BS1.4b65459d-7aa4-41b4-a811-fd46fa2ef112.svs	fc6b1bd32e2ef2c368e832139f6d2d9b	55840811	validated
99e7aa99-4e63-472b-87ad-0d5a4d7466ab	TCGA-91-6840-01A-01-TS1.34968e0a-95a9-429b-b0a3-0a96b314b797.svs	55610db3f3c1a8f5917959a257d3a355	42939241	validated
9a0a2eed-2fc4-427b-bbdb-904cf8c49dbb	TCGA-38-4627-11A-01-TS1.30a90255-23fa-4666-89d2-e8f491c1fcc9.svs	acd05857e901bf969334caea0970dfc0	23308305	validated
9d66c57e-0f1c-4e2a-a5cc-5ff10b0fe505	TCGA-44-2666-11A-02-TS2.AF813A5E-5F00-40B8-B4B6-F72AF055B876.svs	fac1e36030fa08b1326f184e10a42e17	29677358	validated
9fa81ec1-ab94-4906-8177-a41eb979761b	TCGA-75-5126-01A-01-TS1.b2047eda-6fae-454d-a971-16e3cf8b0177.svs	03a91c0320ccf444463f525aa36c85af	43029795	validated
